,preyID,preyPhylum,preyClass,preyOrder,preyFamily,preyGenus,preyspecies
Kinyongia oxyrhina,Kinyongia oxyrhina,Chordata,Reptilia,Squamata,Chamaeleonidae,Kinyongia,Kinyongia oxyrhina
Lacerta viridis,Lacerta viridis,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,Lacerta viridis
Ceratopipra mentalis,Ceratopipra mentalis,Chordata,Aves,Passeriformes,Pipridae,Ceratopipra,Ceratopipra mentalis
Sylvirana spinulosa,Sylvirana spinulosa,Chordata,Amphibia,Anura,Ranidae,Sylvirana,Sylvirana spinulosa
Odorrana swinhoana,Odorrana swinhoana,Chordata,Amphibia,Anura,Ranidae,Odorrana,Odorrana swinhoana
Tropidurus,Tropidurus,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,NA
Saltuarius swaini,Saltuarius swaini,Chordata,Reptilia,Squamata,Carphodactylidae,Saltuarius,Saltuarius swaini
Aspidoscelis lineattissimus,Aspidoscelis lineattissimus,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,Aspidoscelis lineattissimus
Acanthodactylus erythrurus,Acanthodactylus erythrurus,Chordata,Reptilia,Squamata,Lacertidae,Acanthodactylus,Acanthodactylus erythrurus
Manorina melanocephala,Manorina melanocephala,Chordata,Aves,Passeriformes,Meliphagidae,Manorina,Manorina melanocephala
Dasyprocta leporina,Dasyprocta leporina,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina
Scinax x-signatus,Scinax x-signatus,Chordata,Amphibia,Anura,Hylidae,Scinax,Scinax x-signatus
Cryptophis nigrescens,Cryptophis nigrescens,Chordata,Reptilia,Squamata,Elapidae,Cryptophis,Cryptophis nigrescens
Stigmatogobius sadanundio,Stigmatogobius sadanundio,Chordata,Teleostei,Perciformes,Gobiidae,Stigmatogobius,Stigmatogobius sadanundio
Sporophila ardesiaca,Sporophila ardesiaca,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,Sporophila ardesiaca
Pedioplanis namaquensis,Pedioplanis namaquensis,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,Pedioplanis namaquensis
Lithobates septentrionalis,Lithobates septentrionalis,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates septentrionalis
Morelia spilota,Morelia spilota,Chordata,Reptilia,Squamata,Pythonidae,Morelia,Morelia spilota
Lissotriton vulgaris,Lissotriton vulgaris,Chordata,Amphibia,Caudata,Salamandridae,Lissotriton,Lissotriton vulgaris
Barnardius zonarius,Barnardius zonarius,Chordata,Aves,Psittaciformes,Psittacidae,Barnardius,Barnardius zonarius
Monopterus albus,Monopterus albus,Chordata,Teleostei,Synbranchiformes,Synbranchidae,Monopterus,Monopterus albus
Anguilla australis,Anguilla australis,Chordata,Teleostei,Anguilliformes,Anguillidae,Anguilla,Anguilla australis
Hyla gratiosa,Hyla gratiosa,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla gratiosa
Calamaria lumbricoidea,Calamaria lumbricoidea,Chordata,Reptilia,Squamata,Colubridae,Calamaria,Calamaria lumbricoidea
Rana dalmatina,Rana dalmatina,Chordata,Amphibia,Anura,Ranidae,Rana,Rana dalmatina
Peramelidae,Peramelidae,Chordata,Mammalia,Peramelemorphia,Peramelidae,NA,NA
Geomyidae,Geomyidae,Chordata,Mammalia,Rodentia,Geomyidae,NA,NA
Kentropyx calcarata,Kentropyx calcarata,Chordata,Reptilia,Squamata,Teiidae,Kentropyx,Kentropyx calcarata
Cemophora coccinea,Cemophora coccinea,Chordata,Reptilia,Squamata,Colubridae,Cemophora,Cemophora coccinea
Saara hardwickii,Saara hardwickii,Chordata,Reptilia,Squamata,Agamidae,Saara,Saara hardwickii
Cerberus schneiderii,Cerberus schneiderii,Chordata,Reptilia,Squamata,Homalopsidae,Cerberus,Cerberus schneiderii
Gonatodes vittatus,Gonatodes vittatus,Chordata,Reptilia,Squamata,Sphaerodactylidae,Gonatodes,Gonatodes vittatus
Artibeus jamaicensis,Artibeus jamaicensis,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis
Actitis macularius,Actitis macularius,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis macularius
Ranoidea alboguttata,Ranoidea alboguttata,Chordata,Amphibia,Anura,Pelodryadidae,Ranoidea,Ranoidea alboguttata
Proechimys,Proechimys,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,NA
Amphisbaena alba,Amphisbaena alba,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,Amphisbaena alba
Coccyzus americanus,Coccyzus americanus,Chordata,Aves,Cuculiformes,Cuculidae,Coccyzus,Coccyzus americanus
Nerodia erythrogaster,Nerodia erythrogaster,Chordata,Reptilia,Squamata,Colubridae,Nerodia,Nerodia erythrogaster
Axis axis,Axis axis,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,Axis axis
Aneides niger,Aneides niger,Chordata,Amphibia,Caudata,Plethodontidae,Aneides,Aneides niger
Sceloporus clarkii,Sceloporus clarkii,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,Sceloporus clarkii
Amolops hongkongensis,Amolops hongkongensis,Chordata,Amphibia,Anura,Ranidae,Amolops,Amolops hongkongensis
Trochilidae,Trochilidae,Chordata,Aves,Apodiformes,Trochilidae,NA,NA
Boana lanciformis,Boana lanciformis,Chordata,Amphibia,Anura,Hylidae,Boana,Boana lanciformis
Drymarchon melanurus erebennus,Drymarchon melanurus erebennus,Chordata,Reptilia,Squamata,Colubridae,Drymarchon,Drymarchon melanurus
Plethodon serratus,Plethodon serratus,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Plethodon serratus
Icterus galbula,Icterus galbula,Chordata,Aves,Passeriformes,Icteridae,Icterus,Icterus galbula
Amphiuma,Amphiuma,Chordata,Amphibia,Caudata,Amphiumidae,Amphiuma,NA
Phylloscopus trochilus,Phylloscopus trochilus,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochilus
Sceloporus lundelli,Sceloporus lundelli,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,Sceloporus lundelli
Anolis cristatellus,Anolis cristatellus,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis cristatellus
Pholidoscelis griswoldi,Pholidoscelis griswoldi,Chordata,Reptilia,Squamata,Teiidae,Pholidoscelis,Pholidoscelis griswoldi
Fundulus diaphanus,Fundulus diaphanus,Chordata,Teleostei,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus diaphanus
Aspidoscelis sonorae,Aspidoscelis sonorae,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,Aspidoscelis sonorae
Anatidae,Anatidae,Chordata,Aves,Anseriformes,Anatidae,NA,NA
Hyla japonica,Hyla japonica,Chordata,Amphibia,Anura,Hylidae,Hyla,Hyla japonica
Trachylepis maculilabris,Trachylepis maculilabris,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,Trachylepis maculilabris
Callisaurus draconoides,Callisaurus draconoides,Chordata,Reptilia,Squamata,Phrynosomatidae,Callisaurus,Callisaurus draconoides
Pantherophis obsoletus,Pantherophis obsoletus,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Pantherophis obsoletus
Plestiodon elegans,Plestiodon elegans,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,Plestiodon elegans
Salvadora hexalepis virgultea,Salvadora hexalepis virgultea,Chordata,Reptilia,Squamata,Colubridae,Salvadora,Salvadora hexalepis
Platycercus elegans,Platycercus elegans,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,Platycercus elegans
Varanus bengalensis,Varanus bengalensis,Chordata,Reptilia,Squamata,Varanidae,Varanus,Varanus bengalensis
Trapelus sanguinolentus,Trapelus sanguinolentus,Chordata,Reptilia,Squamata,Agamidae,Trapelus,Trapelus sanguinolentus
Salvadora hexalepis,Salvadora hexalepis,Chordata,Reptilia,Squamata,Colubridae,Salvadora,Salvadora hexalepis
Tantilla nigriceps,Tantilla nigriceps,Chordata,Reptilia,Squamata,Colubridae,Tantilla,Tantilla nigriceps
Microlophus,Microlophus,Chordata,Reptilia,Squamata,Tropiduridae,Microlophus,NA
Holcosus,Holcosus,Chordata,Reptilia,Squamata,Teiidae,Holcosus,NA
Chamaeleonidae,Chamaeleonidae,Chordata,Reptilia,Squamata,Chamaeleonidae,NA,NA
Leptodactylus macrosternum,Leptodactylus macrosternum,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus macrosternum
Rhinella alata,Rhinella alata,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella alata
Manorina melanophrys,Manorina melanophrys,Chordata,Aves,Passeriformes,Meliphagidae,Manorina,Manorina melanophrys
Pantherophis alleghaniensis,Pantherophis alleghaniensis,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Pantherophis alleghaniensis
Gymnophthalmidae,Gymnophthalmidae,Chordata,Reptilia,Squamata,Gymnophthalmidae,NA,NA
Murinae,Murinae,Chordata,Mammalia,Rodentia,Muridae,NA,NA
Parazacco spilurus,Parazacco spilurus,Chordata,Teleostei,Cypriniformes,Cyprinidae,Parazacco,Parazacco spilurus
Aspidoscelis guttatus,Aspidoscelis guttatus,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,Aspidoscelis guttatus
Antaresia maculosa,Antaresia maculosa,Chordata,Reptilia,Squamata,Pythonidae,Antaresia,Antaresia maculosa
Polypedates cruciger,Polypedates cruciger,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates cruciger
Calocitta formosa,Calocitta formosa,Chordata,Aves,Passeriformes,Corvidae,Calocitta,Calocitta formosa
Ahaetulla borealis,Ahaetulla borealis,Chordata,Reptilia,Squamata,Colubridae,Ahaetulla,Ahaetulla borealis
Cichlidae,Cichlidae,Chordata,Teleostei,Perciformes,Cichlidae,NA,NA
Beloniformes,Beloniformes,Chordata,Teleostei,Beloniformes,NA,NA,NA
Draco sumatranus,Draco sumatranus,Chordata,Reptilia,Squamata,Agamidae,Draco,Draco sumatranus
Egretta thula,Egretta thula,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta thula
Florisuga mellivora,Florisuga mellivora,Chordata,Aves,Apodiformes,Trochilidae,Florisuga,Florisuga mellivora
Madoqua cavendishi,Madoqua cavendishi,Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,Madoqua cavendishi
Crotaphytus bicinctores,Crotaphytus bicinctores,Chordata,Reptilia,Squamata,Crotaphytidae,Crotaphytus,Crotaphytus bicinctores
Coelognathus,Coelognathus,Chordata,Reptilia,Squamata,Colubridae,Coelognathus,NA
Amblyrhynchus cristatus,Amblyrhynchus cristatus,Chordata,Reptilia,Squamata,Iguanidae,Amblyrhynchus,Amblyrhynchus cristatus
Diploglossidae,Diploglossidae,Chordata,Reptilia,Squamata,Diploglossidae,NA,NA
Aratinga weddellii,Aratinga weddellii,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,Aratinga weddellii
Thamnophis ordinoides,Thamnophis ordinoides,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,Thamnophis ordinoides
Acanthodactylus erythrurus erythrurus,Acanthodactylus erythrurus erythrurus,Chordata,Reptilia,Squamata,Lacertidae,Acanthodactylus,Acanthodactylus erythrurus
Nerodia sipedon sipedon,Nerodia sipedon sipedon,Chordata,Reptilia,Squamata,Colubridae,Nerodia,Nerodia sipedon
Eryx colubrinus loveridgei,Eryx colubrinus loveridgei,Chordata,Reptilia,Squamata,Erycidae,Eryx,Eryx colubrinus
Vireo flavoviridis,Vireo flavoviridis,Chordata,Aves,Passeriformes,Vireonidae,Vireo,Vireo flavoviridis
Plethodontinae,Plethodontinae,Chordata,Amphibia,Caudata,Plethodontidae,NA,NA
Troglodytes aedon,Troglodytes aedon,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon
Rattus norvegicus,Rattus norvegicus,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus
Liolaemus tenuis,Liolaemus tenuis,Chordata,Reptilia,Squamata,Liolaemidae,Liolaemus,Liolaemus tenuis
Placentalia,Placentalia,Chordata,Mammalia,NA,NA,NA,NA
Gliridae,Gliridae,Chordata,Mammalia,Rodentia,Gliridae,NA,NA
Coniophanes imperialis,Coniophanes imperialis,Chordata,Reptilia,Squamata,Colubridae,Coniophanes,Coniophanes imperialis
Nocomis micropogon,Nocomis micropogon,Chordata,Teleostei,Cypriniformes,Leuciscidae,Nocomis,Nocomis micropogon
Setifer setosus,Setifer setosus,Chordata,Mammalia,Afrosoricida,Tenrecidae,Setifer,Setifer setosus
Cerdocyon thous,Cerdocyon thous,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon,Cerdocyon thous
Nerodia fasciata,Nerodia fasciata,Chordata,Reptilia,Squamata,Colubridae,Nerodia,Nerodia fasciata
Phoxinus,Phoxinus,Chordata,Teleostei,Cypriniformes,Leuciscidae,Phoxinus,NA
Sylvilagus cunicularius,Sylvilagus cunicularius,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus cunicularius
Pteroglossus,Pteroglossus,Chordata,Aves,Piciformes,Ramphastidae,Pteroglossus,NA
Chondrodactylus,Chondrodactylus,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,NA
Xerospermophilus tereticaudus,Xerospermophilus tereticaudus,Chordata,Mammalia,Rodentia,Sciuridae,Xerospermophilus,Xerospermophilus tereticaudus
Rana pirica,Rana pirica,Chordata,Amphibia,Anura,Ranidae,Rana,Rana pirica
Salvadora lineata,Salvadora lineata,Chordata,Reptilia,Squamata,Colubridae,Salvadora,Salvadora lineata
Gambelia wislizenii,Gambelia wislizenii,Chordata,Reptilia,Squamata,Crotaphytidae,Gambelia,Gambelia wislizenii
Crotalus,Crotalus,Chordata,Reptilia,Squamata,Viperidae,Crotalus,NA
Aspidoscelis hyperythrus beldingi,Aspidoscelis hyperythrus beldingi,Chordata,Reptilia,Squamata,Teiidae,Aspidoscelis,Aspidoscelis hyperythrus
Riama striata,Riama striata,Chordata,Reptilia,Squamata,Gymnophthalmidae,Riama,Riama striata
Sceloporus aeneus,Sceloporus aeneus,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,Sceloporus aeneus
Anolis wellbornae,Anolis wellbornae,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis wellbornae
Yungipicus moluccensis,Yungipicus moluccensis,Chordata,Aves,Piciformes,Picidae,Yungipicus,Yungipicus moluccensis
Pantherophis guttatus,Pantherophis guttatus,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,Pantherophis guttatus
Anguis colchica,Anguis colchica,Chordata,Reptilia,Squamata,Anguidae,Anguis,Anguis colchica
Oncorhynchus,Oncorhynchus,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,NA
Cobitidae,Cobitidae,Chordata,Teleostei,Cypriniformes,Cobitidae,NA,NA
Sclerophrys garmani,Sclerophrys garmani,Chordata,Amphibia,Anura,Bufonidae,Sclerophrys,Sclerophrys garmani
Holbrookia elegans,Holbrookia elegans,Chordata,Reptilia,Squamata,Phrynosomatidae,Holbrookia,Holbrookia elegans
Felis catus,Felis catus,Chordata,Mammalia,Carnivora,Felidae,Felis,Felis catus
Aphonopelma seemanni,Aphonopelma seemanni,Arthropoda,Euchelicerata,Araneae,Theraphosidae,Aphonopelma,Aphonopelma seemanni
Holcosus undulatus,Holcosus undulatus,Chordata,Reptilia,Squamata,Teiidae,Holcosus,Holcosus undulatus
Microlophus occipitalis,Microlophus occipitalis,Chordata,Reptilia,Squamata,Tropiduridae,Microlophus,Microlophus occipitalis
Barbinae,Barbinae,Chordata,Teleostei,Cypriniformes,Cyprinidae,NA,NA
Alopochen aegyptiaca,Alopochen aegyptiaca,Chordata,Aves,Anseriformes,Anatidae,Alopochen,Alopochen aegyptiaca
Pseudacris cadaverina,Pseudacris cadaverina,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris cadaverina
Boana rosenbergi,Boana rosenbergi,Chordata,Amphibia,Anura,Hylidae,Boana,Boana rosenbergi
Cnemidophorus,Cnemidophorus,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,NA
Takydromus septentrionalis,Takydromus septentrionalis,Chordata,Reptilia,Squamata,Lacertidae,Takydromus,Takydromus septentrionalis
Melanerpes formicivorus,Melanerpes formicivorus,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes formicivorus
Kalophrynus,Kalophrynus,Chordata,Amphibia,Anura,Microhylidae,Kalophrynus,NA
Anaxyrus americanus americanus,Anaxyrus americanus americanus,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus americanus
Sciurus niger,Sciurus niger,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus niger
Physalaemus biligonigerus,Physalaemus biligonigerus,Chordata,Amphibia,Anura,Leptodactylidae,Physalaemus,Physalaemus biligonigerus
Pelobates balcanicus,Pelobates balcanicus,Chordata,Amphibia,Anura,Pelobatidae,Pelobates,Pelobates balcanicus
Caluromys derbianus,Caluromys derbianus,Chordata,Mammalia,Didelphimorphia,Didelphidae,Caluromys,Caluromys derbianus
Pteropus conspicillatus,Pteropus conspicillatus,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,Pteropus conspicillatus
Leptodactylus labyrinthicus,Leptodactylus labyrinthicus,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus labyrinthicus
Colinus,Colinus,Chordata,Aves,Galliformes,Odontophoridae,Colinus,NA
Opsanus tau,Opsanus tau,Chordata,Teleostei,Batrachoidiformes,Batrachoididae,Opsanus,Opsanus tau
Crotalus horridus,Crotalus horridus,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus horridus
Ameiurus brunneus,Ameiurus brunneus,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,Ameiurus brunneus
Talpa europaea,Talpa europaea,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,Talpa europaea
Timon lepidus,Timon lepidus,Chordata,Reptilia,Squamata,Lacertidae,Timon,Timon lepidus
Hierophis gemonensis,Hierophis gemonensis,Chordata,Reptilia,Squamata,Colubridae,Hierophis,Hierophis gemonensis
Ameiva ameiva,Ameiva ameiva,Chordata,Reptilia,Squamata,Teiidae,Ameiva,Ameiva ameiva
Elgaria coerulea coerulea,Elgaria coerulea coerulea,Chordata,Reptilia,Squamata,Anguidae,Elgaria,Elgaria coerulea
Pituophis catenifer sayi,Pituophis catenifer sayi,Chordata,Reptilia,Squamata,Colubridae,Pituophis,Pituophis catenifer
Scolopendra mutilans,Scolopendra mutilans,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra Linnaeus 1758,Scolopendra mutilans
Plestiodon obsoletus,Plestiodon obsoletus,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,Plestiodon obsoletus
Lamprolepis smaragdina,Lamprolepis smaragdina,Chordata,Reptilia,Squamata,Scincidae,Lamprolepis,Lamprolepis smaragdina
Oligodon octolineatus,Oligodon octolineatus,Chordata,Reptilia,Squamata,Colubridae,Oligodon,Oligodon octolineatus
Phrynosoma,Phrynosoma,Chordata,Reptilia,Squamata,Phrynosomatidae,Phrynosoma,NA
Passer montanus,Passer montanus,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer montanus
Heterodon,Heterodon,Chordata,Reptilia,Squamata,Colubridae,Heterodon,NA
Ponticola,Ponticola,Chordata,Teleostei,Gobiiformes,Gobiidae,Ponticola,NA
Lampropeltis triangulum,Lampropeltis triangulum,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,Lampropeltis triangulum
Plethodontidae,Plethodontidae,Chordata,Amphibia,Caudata,Plethodontidae,NA,NA
Natrix maura,Natrix maura,Chordata,Reptilia,Squamata,Colubridae,Natrix,Natrix maura
Oligodon fasciolatus,Oligodon fasciolatus,Chordata,Reptilia,Squamata,Colubridae,Oligodon,Oligodon fasciolatus
Amphiesma monticola,Amphiesma monticola,Chordata,Reptilia,Squamata,Colubridae,Amphiesma,Amphiesma monticola
Microtus,Microtus,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,NA
Myrrophis chinensis,Myrrophis chinensis,Chordata,Reptilia,Squamata,Homalopsidae,Myrrophis,Myrrophis chinensis
Limnonectes fujianensis,Limnonectes fujianensis,Chordata,Amphibia,Anura,Dicroglossidae,Limnonectes,Limnonectes fujianensis
Masticophis schotti,Masticophis schotti,Chordata,Reptilia,Squamata,Colubridae,Masticophis,Masticophis schotti
Eremias,Eremias,Chordata,Reptilia,Squamata,Lacertidae,Eremias,NA
Leptodactylus latrans,Leptodactylus latrans,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus latrans
Ambloplites,Ambloplites,Chordata,Teleostei,Perciformes,Centrarchidae,Ambloplites,NA
Philothamnus semivariegatus,Philothamnus semivariegatus,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,Philothamnus semivariegatus
Gymnocephalus,Gymnocephalus,Chordata,Teleostei,Perciformes,Percidae,Gymnocephalus,NA
Pulchrana baramica,Pulchrana baramica,Chordata,Amphibia,Anura,Ranidae,Pulchrana,Pulchrana baramica
Tiliqua nigrolutea,Tiliqua nigrolutea,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,Tiliqua nigrolutea
Placosoma glabellum,Placosoma glabellum,Chordata,Reptilia,Squamata,Gymnophthalmidae,Placosoma,Placosoma glabellum
Heteromyidae,Heteromyidae,Chordata,Mammalia,Rodentia,Heteromyidae,NA,NA
Gasterosteus aculeatus,Gasterosteus aculeatus,Chordata,Teleostei,Gasterosteiformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus
Loricariidae,Loricariidae,Chordata,Teleostei,Siluriformes,Loricariidae,NA,NA
Heosemys spinosa,Heosemys spinosa,Chordata,Reptilia,Testudines,Geoemydidae,Heosemys,Heosemys spinosa
Ictalurus punctatus,Ictalurus punctatus,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus
Pseudotriton ruber,Pseudotriton ruber,Chordata,Amphibia,Caudata,Plethodontidae,Pseudotriton,Pseudotriton ruber
Dermatonotus muelleri,Dermatonotus muelleri,Chordata,Amphibia,Anura,Microhylidae,Dermatonotus,Dermatonotus muelleri
Haplotaxida,Haplotaxida,Annelida,Clitellata,Haplotaxida,NA,NA,NA
Anolis nebulosus,Anolis nebulosus,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,Anolis nebulosus
Crotalus basiliscus,Crotalus basiliscus,Chordata,Reptilia,Squamata,Viperidae,Crotalus,Crotalus basiliscus
Otospermophilus variegatus,Otospermophilus variegatus,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus variegatus
Umbra limi,Umbra limi,Chordata,Teleostei,Esociformes,Umbridae,Umbra,Umbra limi
Corvus brachyrhynchos,Corvus brachyrhynchos,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus brachyrhynchos
Hypsiglena jani,Hypsiglena jani,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,Hypsiglena jani
Aepyceros melampus melampus,Aepyceros melampus melampus,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,Aepyceros melampus
Macropodidae,Macropodidae,Chordata,Mammalia,Diprotodontia,Macropodidae,NA,NA
Passeridae,Passeridae,Chordata,Aves,Passeriformes,Passeridae,NA,NA
Lepus californicus,Lepus californicus,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus californicus
Thraupis palmarum,Thraupis palmarum,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum
Erythrolamprus epinephalus lamonae,Erythrolamprus epinephalus lamonae,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,Erythrolamprus epinephalus
Tachornis phoenicobia,Tachornis phoenicobia,Chordata,Aves,Apodiformes,Apodidae,Tachornis,Tachornis phoenicobia
Lithobates forreri,Lithobates forreri,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates forreri
Coluber constrictor anthicus,Coluber constrictor anthicus,Chordata,Reptilia,Squamata,Colubridae,Coluber,Coluber constrictor
Ophisaurus attenuatus attenuatus,Ophisaurus attenuatus attenuatus,Chordata,Reptilia,Squamata,Anguidae,Ophisaurus,Ophisaurus attenuatus
Falco sparverius,Falco sparverius,Chordata,Aves,Falconiformes,Falconidae,Falco,Falco sparverius
Ninia sebae,Ninia sebae,Chordata,Reptilia,Squamata,Colubridae,Ninia,Ninia sebae
Ruminantia,Ruminantia,Chordata,Mammalia,Artiodactyla,NA,NA,NA
Apostolepis pymi,Apostolepis pymi,Chordata,Reptilia,Squamata,Colubridae,Apostolepis,Apostolepis pymi
Ninia,Ninia,Chordata,Reptilia,Squamata,Colubridae,Ninia,NA
Raorchestes,Raorchestes,Chordata,Amphibia,Anura,Rhacophoridae,Raorchestes,NA
Spinus pinus,Spinus pinus,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus pinus
Uperodon variegatus,Uperodon variegatus,Chordata,Amphibia,Anura,Microhylidae,Uperodon,Uperodon variegatus
Eudorcas thomsonii,Eudorcas thomsonii,Chordata,Mammalia,Artiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii
Myomorpha,Myomorpha,Chordata,Mammalia,Rodentia,NA,NA,NA
Melospiza melodia,Melospiza melodia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,Melospiza melodia
Capra,Capra,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,NA
Copsychus malabaricus macrourus,Copsychus malabaricus macrourus,Chordata,Aves,Passeriformes,Muscicapidae,Copsychus,Copsychus malabaricus
Lacerta trilineata,Lacerta trilineata,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,Lacerta trilineata
Bungarus caeruleus,Bungarus caeruleus,Chordata,Reptilia,Squamata,Elapidae,Bungarus,Bungarus caeruleus
Anniella pulchra,Anniella pulchra,Chordata,Reptilia,Squamata,Anguidae,Anniella,Anniella pulchra
Plestiodon septentrionalis,Plestiodon septentrionalis,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,Plestiodon septentrionalis
Coendou,Coendou,Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,NA
Pseudibis papillosa,Pseudibis papillosa,Chordata,Aves,Pelecaniformes,Threskiornithidae,Pseudibis,Pseudibis papillosa
Masticophis,Masticophis,Chordata,Reptilia,Squamata,Colubridae,Masticophis,NA
Herichthys cyanoguttatus,Herichthys cyanoguttatus,Chordata,Teleostei,Cichliformes,Cichlidae,Herichthys,Herichthys cyanoguttatus
Plestiodon laticeps,Plestiodon laticeps,Chordata,Reptilia,Squamata,Scincidae,Plestiodon,Plestiodon laticeps
Oxyrhopus,Oxyrhopus,Chordata,Reptilia,Squamata,Colubridae,Oxyrhopus,NA
Insecta,Insecta,Arthropoda,Insecta,NA,NA,NA,NA
Blarina brevicauda,Blarina brevicauda,Chordata,Mammalia,Soricomorpha,Soricidae,Blarina,Blarina brevicauda
Notocitellus adocetus,Notocitellus adocetus,Chordata,Mammalia,Rodentia,Sciuridae,Notocitellus,Notocitellus adocetus
Cossypha niveicapilla,Cossypha niveicapilla,Chordata,Aves,Passeriformes,Muscicapidae,Cossypha,Cossypha niveicapilla
Duberria lutrix,Duberria lutrix,Chordata,Reptilia,Squamata,Lamprophiidae,Duberria,Duberria lutrix
Dorosoma cepedianum,Dorosoma cepedianum,Chordata,Teleostei,Clupeiformes,Clupeidae,Dorosoma,Dorosoma cepedianum
Coluber constrictor constrictor,Coluber constrictor constrictor,Chordata,Reptilia,Squamata,Colubridae,Coluber,Coluber constrictor
